Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
11,V. Radhakrishna,GANDIVA: Temporal pattern tree for similarity profiled association mining,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071256451&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071256451&origin=inward,11,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019100101,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85071256451,14.0,4.0,1.0,18.0,11,1.83,11,1,6,,,
9,P. Chaudhary,A framework for preserving the privacy of online users against XSS worms on online social network,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056238394&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056238394&origin=inward,12,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019010105,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85056238394,14.0,1.0,85.0,111.0,9,1.5,9,1,6,,,
8,Z. Gao,Discovery and analysis about the evolution of service composition patterns,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078267831&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078267831&origin=inward,13,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.1872,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85078267831,18.0,7.0,579.0,626.0,8,1.33,8,1,6,,,
7,F. Shan,An attribute-based assured deletion scheme in cloud computing,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071275011&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071275011&origin=inward,14,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019040105,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85071275011,14.0,2.0,74.0,91.0,7,1.17,7,1,6,,,
6,J. Redondo,Towards improving productivity in NMAP security audits,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076678402&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076678402&origin=inward,15,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.1871,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85076678402,18.0,7.0,539.0,578.0,6,1.0,6,1,6,,,
6,P. Suarez-Otero,Leveraging conceptual data models to ensure the integrity of cassandra databases,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071152097&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071152097&origin=inward,16,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.18461,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85071152097,18.0,4.0,257.0,286.0,6,1.0,6,1,6,,,
6,D. Kumar,Query optimization in crowd-sourcing using multi-objective ant lion optimizer,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071223795&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071223795&origin=inward,17,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019100103,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85071223795,14.0,4.0,50.0,63.0,6,1.0,6,1,6,,,
6,A. Walha,"From user generated content to social data warehouse: Processes, operations and data modelling",2019,International Journal of Web Engineering and Technology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081565220&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081565220&origin=inward,18,2025-06-19 10:11:55,Article,10.1504/IJWET.2019.105589,1476-1289,https://api.elsevier.com/content/abstract/scopus_id/85081565220,14.0,3.0,203.0,230.0,6,1.0,6,1,6,,,
6,F. Poggi,Integrating semantic run-time models for adaptive software systems,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071385092&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071385092&origin=inward,19,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.18131,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85071385092,18.0,1.0,1.0,41.0,6,1.0,6,1,6,,,
6,A. Kero,An adaptive approach towards computation offloading for mobile cloud computing,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071254208&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071254208&origin=inward,20,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019040104,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85071254208,14.0,2.0,52.0,73.0,6,1.0,6,1,6,,,
6,A. Ray,Molecular Simulations have Boosted Knowledge of CRISPR/Cas9: A Review,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000375003&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105000375003&origin=inward,21,2025-06-19 10:11:55,Article,10.13052/jsame2245-4551.7.003,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/105000375003,7.0,1.0,45.0,72.0,6,1.0,6,1,6,,,
6,Á. Figueira,A brief overview on the strategies to fight back the spread of false information,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071227271&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071227271&origin=inward,22,2025-06-19 10:11:55,Review,10.13052/jwe1540-9589.18463,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85071227271,18.0,4.0,319.0,352.0,6,1.0,6,1,6,,,
5,H. El Bouhissi,Semantic enrichment of web services using linked open data,2019,International Journal of Web Engineering and Technology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081564256&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081564256&origin=inward,23,2025-06-19 10:11:55,Article,10.1504/IJWET.2019.105594,1476-1289,https://api.elsevier.com/content/abstract/scopus_id/85081564256,14.0,4.0,383.0,416.0,5,0.83,5,1,6,,,
5,A.O. Mathew,Holistic evaluation of knowledge management practices in large Indian software organisations,2019,International Journal of Web Engineering and Technology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068086517&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068086517&origin=inward,24,2025-06-19 10:11:55,Article,10.1504/IJWET.2019.100342,1476-1289,https://api.elsevier.com/content/abstract/scopus_id/85068086517,14.0,1.0,30.0,55.0,5,0.83,5,1,6,,,
5,S.C. Nayak,Dynamic backfilling algorithm to increase resource utilization in cloud computing,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056211682&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056211682&origin=inward,25,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019010101,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85056211682,14.0,1.0,1.0,26.0,5,0.83,5,1,6,,,
5,A. Millimaggi,On twitter bots behaving badly: A manual and automated analysis of python code patterns on GitHub,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094999053&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094999053&origin=inward,26,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.1883,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85094999053,18.0,8.0,801.0,835.0,5,0.83,5,1,6,,,
4,U.P. Rao,Scalable L-diversity: An extension to scalable k-anonymity for privacy preserving big data publishing,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071278335&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071278335&origin=inward,27,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019040102,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85071278335,14.0,2.0,27.0,40.0,4,0.67,4,1,6,,,
4,Z. Liu,Generating creative ideas for new product development in frugal innovation: A hybrid technique of TRIZ contradiction matrix and morphological analysis,2019,International Journal of Web Engineering and Technology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081565119&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081565119&origin=inward,28,2025-06-19 10:11:55,Article,10.1504/IJWET.2019.105595,1476-1289,https://api.elsevier.com/content/abstract/scopus_id/85081565119,14.0,3.0,280.0,311.0,4,0.67,4,1,6,,,
4,P.L. Cofta,Trust and the Web - A decline or a revival?,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071100661&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071100661&origin=inward,29,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.1781,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85071100661,17.0,8.0,591.0,616.0,4,0.67,4,1,6,,,
4,A. Balderas,Model-driven skills assessment in knowledge management systems,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071247541&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071247541&origin=inward,30,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.18464,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85071247541,18.0,4.0,353.0,379.0,4,0.67,4,1,6,,,
4,A. Goy,A semantic web approach to enable a smart route to historical archives,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071249705&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071249705&origin=inward,31,2025-06-19 10:11:55,Review,10.13052/jwe1540-9589.18462,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85071249705,18.0,4.0,287.0,318.0,4,0.67,4,1,6,,,
4,J.M. Dodero,Privacy-preserving reengineering of model-view-controller application architectures using linked data,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078239694&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078239694&origin=inward,32,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.1875,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85078239694,18.0,7.0,695.0,728.0,4,0.67,4,1,6,,,
4,W. Rijvordt,Ontology-driven news classification with aethalides,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078264460&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078264460&origin=inward,33,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.1873,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85078264460,18.0,7.0,627.0,654.0,4,0.67,4,1,6,,,
4,D. Ramachandran,Enhanced event detection in twitter through feature analysis,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065082921&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065082921&origin=inward,34,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019070101,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85065082921,14.0,3.0,1.0,15.0,4,0.67,4,1,6,,,
4,S.J. Duberstein,Finding and validating medical information shared on Twitter: Experiences using a crowdsourcing approach,2019,International Journal of Web Engineering and Technology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068073697&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068073697&origin=inward,35,2025-06-19 10:11:55,Article,10.1504/IJWET.2019.100344,1476-1289,https://api.elsevier.com/content/abstract/scopus_id/85068073697,14.0,1.0,80.0,98.0,4,0.67,4,1,6,,,
4,N. Moratanch,A novel framework for semantic oriented abstractive text summarization,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070991967&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070991967&origin=inward,36,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.1784,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85070991967,17.0,8.0,675.0,715.0,4,0.67,4,1,6,,,
3,S.S. Sonawane,Feature optimization in sentiment analysis by term co-occurrence fitness evolution (TCFE),2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065096403&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065096403&origin=inward,37,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019070102,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85065096403,14.0,3.0,16.0,36.0,3,0.5,3,1,6,,,
3,N. Hamdani,A multicriteria group decision support system: An approach based agents and web services,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071266746&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071266746&origin=inward,38,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019040101,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85071266746,14.0,2.0,1.0,26.0,3,0.5,3,1,6,,,
3,F. Hadjila,Flexible service discovery based on multiple matching algorithms,2019,International Journal of Web Engineering and Technology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081619764&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081619764&origin=inward,39,2025-06-19 10:11:55,Article,10.1504/IJWET.2019.105591,1476-1289,https://api.elsevier.com/content/abstract/scopus_id/85081619764,14.0,4.0,315.0,340.0,3,0.5,3,1,6,,,
3,A.C. Mendes,Functional Phospholipid Nano-Microfibers and Nano-Microparticles by Electrohydrodynamic Processing: A Review,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000426490&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105000426490&origin=inward,40,2025-06-19 10:11:55,Article,10.13052/jsame2245-4551.7.002,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/105000426490,7.0,1.0,23.0,44.0,3,0.5,3,1,6,,,
3,P. Fraternali,Model driven development of gamified applications,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078259631&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078259631&origin=inward,41,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.1874,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85078259631,18.0,7.0,655.0,694.0,3,0.5,3,1,6,,,
3,E. Badawi,Automatic detection and analysis of the “game hack” scam,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097084165&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097084165&origin=inward,42,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.1881,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85097084165,18.0,8.0,729.0,760.0,3,0.5,3,1,6,,,
3,H.Q. Yu,Semantic lifting and reasoning on the personalised activity big data repository for healthcare research,2019,International Journal of Web Engineering and Technology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073231251&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073231251&origin=inward,43,2025-06-19 10:11:55,Article,10.1504/IJWET.2019.102870,1476-1289,https://api.elsevier.com/content/abstract/scopus_id/85073231251,14.0,2.0,103.0,121.0,3,0.5,3,1,6,,,
2,A.R. Kurup,Analysing the characteristics of crowdsourcing platforms for improving throughput,2019,International Journal of Web Engineering and Technology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081596579&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081596579&origin=inward,44,2025-06-19 10:11:55,Article,10.1504/IJWET.2019.105588,1476-1289,https://api.elsevier.com/content/abstract/scopus_id/85081596579,14.0,3.0,255.0,279.0,2,0.33,2,1,6,,,
2,J. You,Anomaly detection in the web logs using user-behaviour networks,2019,International Journal of Web Engineering and Technology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073249553&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073249553&origin=inward,45,2025-06-19 10:11:55,Article,10.1504/IJWET.2019.102871,1476-1289,https://api.elsevier.com/content/abstract/scopus_id/85073249553,14.0,2.0,178.0,199.0,2,0.33,2,1,6,,,
2,T. Gayathri,A novel scalable signature based subspace clustering approach for big data,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071239877&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071239877&origin=inward,46,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019040103,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85071239877,14.0,2.0,41.0,51.0,2,0.33,2,1,6,,,
2,Y. Zelenkov,A simple decision-making approach for information technology solution selection,2019,International Journal of Web Engineering and Technology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068095189&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068095189&origin=inward,47,2025-06-19 10:11:55,Article,10.1504/IJWET.2019.100343,1476-1289,https://api.elsevier.com/content/abstract/scopus_id/85068095189,14.0,1.0,56.0,79.0,2,0.33,2,1,6,,,
2,A. Gallidabino,Multi-device complementary view adaptation with liquid media queries,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097923113&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097923113&origin=inward,48,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.1882,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85097923113,18.0,8.0,761.0,800.0,2,0.33,2,1,6,,,
2,L.M. Trujillo,Traceability management of systems of systems: A systematic review in the assisted reproduction domain,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071227380&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071227380&origin=inward,49,2025-06-19 10:11:55,Review,10.13052/jwe1540-9589.18466,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85071227380,18.0,4.0,409.0,445.0,2,0.33,2,1,6,,,
2,E. Alsukhni,A hybrid pre-post constraint-based framework for discovering multi-dimensional association rules using ontologies,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056218579&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056218579&origin=inward,50,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019010106,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85056218579,14.0,1.0,112.0,131.0,2,0.33,2,1,6,,,
2,F. Freddo,"Using timed and coloured Petri nets for modelling, simulation, and analysis of integration solutions",2019,International Journal of Web Engineering and Technology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081567093&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081567093&origin=inward,51,2025-06-19 10:11:55,Article,10.1504/IJWET.2019.105587,1476-1289,https://api.elsevier.com/content/abstract/scopus_id/85081567093,14.0,3.0,231.0,254.0,2,0.33,2,1,6,,,
2,O. Pedreira,"Applying feature-oriented software development in SaaS systems: Real experience, measurements, and findings",2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071232488&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071232488&origin=inward,52,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.18467,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85071232488,18.0,4.0,447.0,475.0,2,0.33,2,1,6,,,
2,G. Khan,HBSD: A hadoop based service discovery model for enterprise cloud bus,2019,International Journal of Information Technology and Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065087553&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065087553&origin=inward,53,2025-06-19 10:11:55,Article,10.4018/IJITWE.2019070103,1554-1045,https://api.elsevier.com/content/abstract/scopus_id/85065087553,14.0,3.0,37.0,63.0,2,0.33,2,1,6,,,
1,H. Vu,Model-driven integration testing of hypermedia systems,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071274363&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071274363&origin=inward,54,2025-06-19 10:11:55,Article,10.13052/jwe1540-9589.18465,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/85071274363,18.0,4.0,381.0,408.0,1,0.17,1,1,6,,,
1,M. Bhatia,Understanding Hydrogen Sulfide in Inflammation: Opportunities and Challenges,2019,Journal of Web Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000480815&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105000480815&origin=inward,55,2025-06-19 10:11:55,Review,10.13052/mct2052-8426.712,1540-9589,https://api.elsevier.com/content/abstract/scopus_id/105000480815,7.0,1.0,9.0,14.0,1,0.17,1,1,6,,,
