Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"H Ko, S Lee, J Seo","Ethereum Smart Contract Account Classification and Transaction Prediction Using the Graph Attention Network",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10654715/","https://scholar.google.com/scholar?cites=1338774795654186507&as_sdt=2005&sciodt=2007&hl=en",125,"2025-06-19 12:57:30","","","","",,,,,2,2.00,1,3,1,"This study explores the application of a Graph Attention Networks version 2 (GATv2) model in analyzing the Ethereum blockchain network, addressing the challenge posed by its …","https://ieeexplore.ieee.org/iel8/10243554/10654699/10654715.pdf","https://scholar.google.com/scholar?q=related:C8Y2YZVIlBIJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
2,"J Peng, S Huo","Application of an Improved Convolutional Neural Network Algorithm in Text Classification",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10547278/","https://scholar.google.com/scholar?cites=4638996685138011775&as_sdt=2005&sciodt=2007&hl=en",128,"2025-06-19 12:57:30","","","","",,,,,2,2.00,1,2,1,"This paper proposes a text classification model based on a combination of a convolutional neural network (CNN) and a support vector machine (SVM) using Amazon review polarity …","https://ieeexplore.ieee.org/iel8/10243554/10547276/10547278.pdf","https://scholar.google.com/scholar?q=related:f6bdG-gGYUAJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
1,"HS Han, T Choi, JS Yoon","Enhancing Security in Low-power Wide-area (LPWA) IoT Environments: The Role of HSM, Tamper-proof Technology, and Quantum Cryptography",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10747167/","https://scholar.google.com/scholar?cites=10647307554426485053&as_sdt=2005&sciodt=2007&hl=en",148,"2025-06-19 12:57:30","","","","",,,,,1,1.00,0,3,1,"Low-power wide-area (LPWA) networks are integral to expanding Internet of Things (IoT) applications, offering extensive coverage with low power consumption. However, these …","https://ieeexplore.ieee.org/iel8/10243554/10747164/10747167.pdf","https://scholar.google.com/scholar?q=related:PXnsE8_VwpMJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"M Alkhathami","Collaborative Task Offloading in Edge Computing Enabled Web 3.0",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10654717/","",177,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,1,1,"Web 3.0 is an evolved version of the Web that enables the integration of applications such as the Internet of Things (IoT) with the Web. It involves the storage of large data generated …","https://ieeexplore.ieee.org/iel8/10243554/10654699/10654717.pdf","https://scholar.google.com/scholar?q=related:micg-Vs3j8EJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
1,"Z Hadizadeh, A Nazari…","Enhancing Suggestion Detection in Online User Reviews through Integrated Information Retrieval and Deep Learning Approaches",2024,"… of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10547281/","https://scholar.google.com/scholar?cites=3638853258563886116&as_sdt=2005&sciodt=2007&hl=en",180,"2025-06-19 12:57:30","","","","",,,,,1,1.00,0,3,1,"In the aftermath of the COVID-19 pandemic, using web platforms as a communication medium and decision-making tool in online commerce has become widely acknowledged …","https://journals.riverpublishers.com/index.php/JWE/article/download/23991/19997","https://scholar.google.com/scholar?q=related:JBx5WsLNfzIJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
1,"D Flores-Martin, F Díaz-Barrancas…","Privacy and Performance in Virtual Reality: The Advantages of Federated Learning in Collaborative Environments",2024,"… of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10879173/","https://scholar.google.com/scholar?cites=124504397529859456&as_sdt=2005&sciodt=2007&hl=en",187,"2025-06-19 12:57:30","","","","",,,,,1,1.00,0,3,1,"Federated Learning has emerged as a promising approach for maintaining data privacy across distributed environments, enabling training on a diverse range of devices from high …","https://www.researchgate.net/profile/Francisco-Diaz-Barrancas/publication/388804319_Privacy_and_Performance_in_Virtual_Reality_The_Advantages_of_Federated_Learning_in_Collaborative_Environments/links/67a88ee2207c0c20fa80c340/Privacy-and-Performance-in-Virtual-Reality-The-Advantages-of-Federated-Learning-in-Collaborative-Environments.pdf","https://scholar.google.com/scholar?q=related:gMW9AxdUugEJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"R Gupta, SK Malik","SPARQL Optimization Using Re-ordering Joining Patterns with Surrogate Key Concept and Subset Patterns",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10547280/","",190,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,2,1,"Semantic web data resides on the web in the form of knowledge graphs known as RDF graphs and searching around the web has been always a crucial task. For the data retrieval …","https://ieeexplore.ieee.org/iel8/10243554/10547276/10547280.pdf","https://scholar.google.com/scholar?q=related:DYKkwNaOng0J:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"P Goyal, SS Deora","Examining the Empirical Relationship Between Quality of Service (QoS) and Trust Mechanisms of Cloud Services",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10815700/","",197,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,2,1,"Service selection has emerged as a prominent challenge due to the flourishing demand for computing services and the dynamic nature of its resources. The increasing demand for …","https://journals.riverpublishers.com/index.php/JWE/article/view/21743","https://scholar.google.com/scholar?q=related:mfFBnaDU7-kJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"S Heil, L Schröder, M Gaedke","Client-Server Code Mobility at Runtime",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10634594/","",205,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,3,1,"Application logic is inherently distributed between client and server due to the fundamental Client/Server architecture of the Web. The individual distribution is specified at design time …","https://ieeexplore.ieee.org/iel8/10243554/10634589/10634594.pdf","https://scholar.google.com/scholar?q=related:WNkVX6WPZCUJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
2,"S Serbout, C Pautasso","How Are Web APIs Versioned in Practice? A Large-Scale Empirical Study",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10634592/","https://scholar.google.com/scholar?cites=5583973790137069663&as_sdt=2005&sciodt=2007&hl=en",206,"2025-06-19 12:57:30","","","","",,,,,2,2.00,1,2,1,"Web APIs form the cornerstone of modern software ecosystems, facilitating seamless data exchange and service integration. Ensuring the compatibility and longevity of these APIs is …","https://ieeexplore.ieee.org/iel8/10243554/10634589/10634592.pdf","https://scholar.google.com/scholar?q=related:XzA2tJNCfk0J:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
1,"J Seo, Y Lee, Y Yoon","Self-sovereign and Secure Data Sharing Through Docker Containers for Machine Learning on Remote Node",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10654693/","https://scholar.google.com/scholar?cites=17325845608097744733&as_sdt=2005&sciodt=2007&hl=en",211,"2025-06-19 12:57:30","","","","",,,,,1,1.00,0,3,1,"Collecting personal data from various sources and using it for machine learning (ML) is prevalent. However, there are increasing concerns about the monopolization and potential …","https://ieeexplore.ieee.org/iel8/10243554/10654699/10654693.pdf","https://scholar.google.com/scholar?q=related:XYftx8jEcfAJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"M Alkhathami","Cluster-based Data Sharing for Web 3.0 in Intelligent Transportation Systems",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10815633/","",215,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,1,1,"Intelligent transportation system (ITS) applications are dependent on secure and robust wireless data sharing among vehicles and roadside units (RSUs). Multiple types of data are …","https://ieeexplore.ieee.org/iel8/10243554/10815632/10815633.pdf","https://scholar.google.com/scholar?q=related:hutH48cJ0h0J:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
1,"G An, S Oh, E Kim, J Park","Data Lake Conceptualized Web Platform for Food Research Data Collection",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10547279/","https://scholar.google.com/scholar?cites=8977591431530757294&as_sdt=2005&sciodt=2007&hl=en",218,"2025-06-19 12:57:30","","","","",,,,,1,1.00,0,4,1,"Food research is uniquely intertwined with everyday life and necessitates the utilization of big data. Within this domain, the research data consist of various forms and formats …","https://ieeexplore.ieee.org/iel8/10243554/10547276/10547279.pdf","https://scholar.google.com/scholar?q=related:rjz7dtfPlnwJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"B Seok, K Sohn","Adversarial Attacks on Pre-trained Deep Learning Models for Encrypted Traffic Analysis",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10747168/","",224,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,2,1,"For web security, it's essential to accurately classify traffic across various web applications to detect malicious activities lurking within network traffic. However, the encryption protocols for …","https://ieeexplore.ieee.org/iel8/10243554/10747164/10747168.pdf","https://scholar.google.com/scholar?q=related:biweGhlhId0J:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
1,"Y Ba","Advancing Educational Management with the ATT-MR-WL Intelligent Question-Answering Model",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10815715/","https://scholar.google.com/scholar?cites=17118832805853390126&as_sdt=2005&sciodt=2007&hl=en",230,"2025-06-19 12:57:30","","","","",,,,,1,1.00,1,1,1,"Higher education plays a critical role in cultivating talent, preserving culture, and promoting social progress. However, current challenges, such as inefficient information dissemination …","https://ieeexplore.ieee.org/iel8/10243554/10815632/10815715.pdf","https://scholar.google.com/scholar?q=related:LuUxyrxPku0J:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"Y Joo, J Seo","User Authentication Techniques Using a Dynamic SoulBound Token",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10654716/","",232,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,2,1,"This paper introduces a user authentication technique that utilizes a dynamic SoulBound Token (SBT) to tackle challenges associated with the oracle problem in decentralized …","https://ieeexplore.ieee.org/iel8/10243554/10654699/10654716.pdf","https://scholar.google.com/scholar?q=related:GqWgTz1pCsYJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"V Sugumaran, S Park","Web 3.0 Applications Supported by Artificial Intelligence and Blockchain Technologies",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10654700/","",233,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,2,1,"Web 3.0 is a term used to describe the next generation of the internet that is being built on blockchain technology. It is expected to have a significant impact on society by …","https://ieeexplore.ieee.org/iel8/10243554/10654699/10654700.pdf","https://scholar.google.com/scholar?q=related:Qfxc6J7oii4J:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"M Deypir, T Zoughi","Risk Score Computation for Android Mobile Applications Using the Twin k-NN Approach",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10634593/","",234,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,2,1,"The Android operating system has a dominant market for use within a wide range of devices. Along with the widespread growth of the use of the Android system and the development of …","https://ieeexplore.ieee.org/iel8/10243554/10634589/10634593.pdf","https://scholar.google.com/scholar?q=related:e-E4i-HHjTwJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
1,"S Tyagi, A Srivastava","Overcoming Terrain Challenges with Edge Computing Solutions: Optimizing WSN Deployments Over Obstacle Clad-Irregular Terrains",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10879109/","https://scholar.google.com/scholar?cites=6746196587476055496&as_sdt=2005&sciodt=2007&hl=en",235,"2025-06-19 12:57:30","","","","",,,,,1,1.00,1,2,1,"Wireless sensor networks (WSNs) are primarily used for real time data collection and monitoring, especially in environments where direct human involvement is challenging due …","https://scholar.google.com/scholar?output=instlink&q=info:yHV2rQ1On10J:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024&scillfp=11915379344432556664&oi=lle","https://scholar.google.com/scholar?q=related:yHV2rQ1On10J:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"X Song, Z Wang, KD Baek, IY Ko","Personalized User Models in a Real-world Edge Computing Environment: A Peer-to-peer Federated Learning Framework",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10879171/","",239,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,4,1,"As the number of IoT devices and the volume of data increase, distributed computing systems have become the primary deployment solution for large-scale Internet of Things …","https://ieeexplore.ieee.org/iel8/10243554/10879107/10879171.pdf","https://scholar.google.com/scholar?q=related:1vzr71-pX04J:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"KS Shim, B Kim, W Lee","Research on Quantum Key, Distribution Key and Post-quantum Cryptography Key Applied Protocols for Data Science and Web Security",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10747171/","",241,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,3,1,"Currently, data security is one of the most concerning research topics. The traditional RSA encryption system has become vulnerable to quantum algorithms such as Grover and Shor …","https://ieeexplore.ieee.org/iel8/10243554/10747164/10747171.pdf","https://scholar.google.com/scholar?q=related:3ZZIJOn3tK4J:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
1,"D Moon, S Ahn","A Study on Functional Requirements and Inspection Items for AI System Change Management and Model Improvement on the Web Platform",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10747166/","https://scholar.google.com/scholar?cites=8827645394997812021&as_sdt=2005&sciodt=2007&hl=en",242,"2025-06-19 12:57:30","","","","",,,,,1,1.00,1,2,1,"The rapid adoption of artificial intelligence (AI) on the web platform across multiple sectors has highlighted not only its inherent technical hurdles, such as unpredictability and lack of …","https://ieeexplore.ieee.org/iel8/10243554/10747164/10747166.pdf","https://scholar.google.com/scholar?q=related:NRv1Q7cYgnoJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"KH Chan, Y Yoon","Web 3.0 Chord DHT Resource Clustering",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10654691/","",248,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,2,1,"This study explores the impact and challenges of new user behaviors in the Web 3.0 environment on distributed networks. The traditional Chord algorithm allows nodes to freely …","https://ieeexplore.ieee.org/iel8/10243554/10654699/10654691.pdf","https://scholar.google.com/scholar?q=related:FGlisBrHnQAJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"H Hong, S Lee, D Ryu, J Baik","Code Smell-Guided Prompting for LLM-Based Defect Prediction in Ansible Scripts",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10879172/","",250,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,4,1,"Ensuring the reliability of infrastructure as code (IaC) scripts, like those written in Ansible, is vital for maintaining the performance and security of edge-cloud systems. However, the …","https://scholar.google.com/scholar?output=instlink&q=info:-R1wvm-gmf4J:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024&scillfp=1956634643907912491&oi=lle","https://scholar.google.com/scholar?q=related:-R1wvm-gmf4J:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"J Kang","Software Practice and Experience on Smart Mobility Digital Twin in Transportation and Automotive Industry: Toward SDV-Empowered Digital Twin Through EV Edge …",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10879108/","",252,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,1,1,"A digital twin is a virtual representation of a physical asset that serves as a pivotal convergence technology that facilitates real-time prediction, optimization, monitoring …","https://scholar.google.com/scholar?output=instlink&q=info:rWQb1cVS9aIJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024&scillfp=69956449465464932&oi=lle","https://scholar.google.com/scholar?q=related:rWQb1cVS9aIJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
1,"M Kim, S Park","Implementation of Sports Science and Technology Integration Infrastructure: A Case Study of Speed Skating Utilizing Web and Mobile Applications, and Information …",2024,"Journal of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10747172/","https://scholar.google.com/scholar?cites=3644702166104249197&as_sdt=2005&sciodt=2007&hl=en",253,"2025-06-19 12:57:30","","","","",,,,,1,1.00,1,2,1,"In the field of sports, there is an active discussion on and an attempt to apply technologies that integrate sports with cutting-edge science and technology for the purpose of enhancing …","https://ieeexplore.ieee.org/iel8/10243554/10747164/10747172.pdf","https://scholar.google.com/scholar?q=related:bZO9Qk-VlDIJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
0,"E Barra, A Pozo, S López-Pernas…","Integration of an Open Source Identity Management System in Educational Platforms",2024,"… of Web Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10634591/","",254,"2025-06-19 12:57:30","","","","",,,,,0,0.00,0,4,1,"Making research advances available to the community in the shape of open source software has the potential to introduce cutting-edge innovations from early on, foster collaborative …","https://ieeexplore.ieee.org/iel8/10243554/10634589/10634591.pdf","https://scholar.google.com/scholar?q=related:33k-u496c1AJ:scholar.google.com/&scioq=source:%22journal+of+web+engineering%22&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2024"
