Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"J. Seo","The Future of Digital Authentication: Blockchain-driven Decentralized Authentication in Web 3.0",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204155810&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204155810&origin=inward",14,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2351","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85204155810",23,5,611,636,2,2.00,2,1,1,"","",""
1,"S. Setia","Semantically Enriched Keyword Prefetching Based on Usage and Domain Knowledge",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197568805&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197568805&origin=inward",15,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2332","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85197568805",23,3,341,376,1,1.00,1,1,1,"","",""
1,"Z. Hadizadeh","Enhancing Suggestion Detection in Online User Reviews through Integrated Information Retrieval and Deep Learning Approaches",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197373006&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197373006&origin=inward",16,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2335","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85197373006",23,3,431,464,1,1.00,1,1,1,"","",""
1,"A. Tošić","Run-time Application Migration using Checkpoint/Restore In Userspace",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204123652&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204123652&origin=inward",17,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2357","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85204123652",23,5,735,748,1,1.00,1,1,1,"","",""
1,"X. Mo","Performance evaluation of higher education management under the background of knowledge management",2024,"International Journal of Web Engineering and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192105586&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192105586&origin=inward",18,"2025-06-19 10:20:00","Article","10.1504/IJWET.2024.138120","1476-1289","https://api.elsevier.com/content/abstract/scopus_id/85192105586",19,1,88,105,1,1.00,1,1,1,"","",""
1,"H. Ko","Ethereum Smart Contract Account Classification and Transaction Prediction Using the Graph Attention Network",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204104861&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204104861&origin=inward",19,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2353","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85204104861",23,5,657,680,1,1.00,1,1,1,"","",""
1,"J. Peng","Application of an Improved Convolutional Neural Network Algorithm in Text Classification",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197619780&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197619780&origin=inward",20,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2331","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85197619780",23,3,315,340,1,1.00,1,1,1,"","",""
1,"H.S. Han","Enhancing Security in Low-power Wide-area (LPWA) IoT Environments: The Role of HSM, Tamper-proof Technology, and Quantum Cryptography",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209575803&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85209575803&origin=inward",21,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2363","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85209575803",23,6,787,800,1,1.00,1,1,1,"","",""
1,"W.A. Silas","A distributed framework for distributed denial-of-service attack detection in internet of things environments using deep learning",2024,"International Journal of Web Engineering and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192093578&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192093578&origin=inward",22,"2025-06-19 10:20:00","Article","10.1504/IJWET.2024.138107","1476-1289","https://api.elsevier.com/content/abstract/scopus_id/85192093578",19,1,67,87,1,1.00,1,1,1,"","",""
1,"Y. Ba","Advancing Educational Management with the ATT-MR-WL Intelligent Question-answering Model",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85214683779&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85214683779&origin=inward",23,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2373","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85214683779",23,7,973,1002,1,1.00,1,1,1,"","",""
1,"P. Li","Application of improved K-means algorithm in the cultivation of creative music talents under the needs of sustainable development and transformation",2024,"International Journal of Web Engineering and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192055763&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192055763&origin=inward",24,"2025-06-19 10:20:00","Article","10.1504/IJWET.2024.138098","1476-1289","https://api.elsevier.com/content/abstract/scopus_id/85192055763",19,1,4,19,1,1.00,1,1,1,"","",""
1,"K.S. Shim","Research on Quantum Key, Distribution Key and Post-quantum Cryptography Key Applied Protocols for Data Science and Web Security",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209558813&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85209558813&origin=inward",25,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2365","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85209558813",23,6,813,830,1,1.00,1,1,1,"","",""
1,"Y. Guan","Flight Price Prediction Web-based Platform: Leveraging Generative AI for Real-time Airfare Forecasting",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193006495&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85193006495&origin=inward",26,"2025-06-19 10:20:00","Article","10.13052/JWE1540-9589.2325","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85193006495",23,2,299,314,1,1.00,1,1,1,"","",""
1,"B. Nagalakshmi","Deep learning-based task scheduling in edge computing",2024,"International Journal of Web Engineering and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192100013&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192100013&origin=inward",27,"2025-06-19 10:20:00","Conference Paper","10.1504/IJWET.2024.138102","1476-1289","https://api.elsevier.com/content/abstract/scopus_id/85192100013",19,1,20,43,1,1.00,1,1,1,"","",""
0,"M. Alkhathami","Cluster-based Data Sharing for Web 3.0 in Intelligent Transportation Systems",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85214713649&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85214713649&origin=inward",28,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2375","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85214713649",23,7,1025,1040,0,0.00,0,1,1,"","",""
0,"C. Gu","Analysis of Induction-polarization Response Characteristics of Marine Controlled-source Electromagnetic Multiphase Composite Medium",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=86000316685&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=86000316685&origin=inward",29,"2025-06-19 10:20:00","Article","10.13052/2024.ACES.J.391209","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/86000316685",39,12,1103,1115,0,0.00,0,1,1,"","",""
0,"G. Park","Priority-based QoS Extensions and IAM Improvements",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209099378&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85209099378&origin=inward",30,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2362","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85209099378",23,6,769,786,0,0.00,0,1,1,"","",""
0,"V. Sugumaran","Web 3.0 Applications Supported by Artificial Intelligence and Blockchain Technologies",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202663431&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85202663431&origin=inward",31,"2025-06-19 10:20:00","Editorial","","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85202663431",23,5,,,0,0.00,0,1,1,"","",""
0,"D. García","Beyond Earth’s Gravity: Navigating Legal Hurdles in Space-Based Drug Research and Development",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000506994&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105000506994&origin=inward",32,"2025-06-19 10:20:00","Article","10.13052/ijts2246-8765.2024.043","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/105000506994",1,4,327,350,0,0.00,0,1,1,"","",""
0,"J. Yang","Breast Cancer Dormancy – Lessons Learnt",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000384681&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105000384681&origin=inward",33,"2025-06-19 10:20:00","Article","10.13052/ijts2246-8765.2024.042","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/105000384681",1,4,303,326,0,0.00,0,1,1,"","",""
0,"H. Obeidat","Performance Comparison Between Fingerprinting-based RSS Indoor Localization Techniques at WLAN Frequencies: Simulation Study",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=86000321105&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=86000321105&origin=inward",34,"2025-06-19 10:20:00","Article","10.13052/2024.ACES.J.391208","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/86000321105",39,12,1092,1102,0,0.00,0,1,1,"","",""
0,"M. Rajakumar","A Novel Design for Four-port Metamaterial SRR-loaded MIMO Antenna for 5G and Wireless Communication Applications",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85219561220&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85219561220&origin=inward",35,"2025-06-19 10:20:00","Article","10.13052/2024.ACES.J.391204","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85219561220",39,12,1059,1065,0,0.00,0,1,1,"","",""
0,"B. Seok","Adversarial Attacks on Pre-trained Deep Learning Models for Encrypted Traffic Analysis",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209149116&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85209149116&origin=inward",36,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2361","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85209149116",23,6,749,768,0,0.00,0,1,1,"","",""
0,"D. Moon","A Study on Functional Requirements and Inspection Items for AI System Change Management and Model Improvement on the Web Platform",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212069896&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212069896&origin=inward",37,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2366","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85212069896",23,6,831,848,0,0.00,0,1,1,"","",""
0,"Z. Gao","Using the SCRM method to repair a damaged planning graph for service composition",2024,"International Journal of Web Engineering and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212865393&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212865393&origin=inward",38,"2025-06-19 10:20:00","Article","10.1504/IJWET.2024.143362","1476-1289","https://api.elsevier.com/content/abstract/scopus_id/85212865393",19,4,421,442,0,0.00,0,1,1,"","",""
0,"J. Seo","Self-sovereign and Secure Data Sharing Through Docker Containers for Machine Learning on Remote Node",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204140265&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204140265&origin=inward",39,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2352","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85204140265",23,5,637,655,0,0.00,0,1,1,"","",""
0,"D. Marazzi","Mechanisms, Models, and Clinical Applications of Cell Membrane Electroporation",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000284438&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105000284438&origin=inward",40,"2025-06-19 10:20:00","Article","10.13052/ijts2246-8765.2024.041","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/105000284438",1,4,257,302,0,0.00,0,1,1,"","",""
0,"S. Guan","A real-time semantic segmentation method for small objects using attention mechanism",2024,"International Journal of Web Engineering and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198371977&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198371977&origin=inward",41,"2025-06-19 10:20:00","Article","10.1504/IJWET.2024.139854","1476-1289","https://api.elsevier.com/content/abstract/scopus_id/85198371977",19,2,194,210,0,0.00,0,1,1,"","",""
0,"Q. Li","Application of QGA-BP Neural Network in Debt Risk Assessment of Government Platforms",2024,"International Journal of Information Technology and Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183077383&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85183077383&origin=inward",42,"2025-06-19 10:20:00","Article","10.4018/IJITWE.335124","1554-1045","https://api.elsevier.com/content/abstract/scopus_id/85183077383",19,1,,,0,0.00,0,1,1,"","",""
0,"R. Gupta","SPARQL Optimization Using Re-ordering Joining Patterns with Surrogate Key Concept and Subset Patterns",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197570430&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197570430&origin=inward",43,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2334","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85197570430",23,3,393,430,0,0.00,0,1,1,"","",""
0,"Y. Yu","A Hypersensitive Intelligent Filter for Detecting Explicit Content in Learning Environments",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189682136&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189682136&origin=inward",44,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2314","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85189682136",23,1,89,110,0,0.00,0,1,1,"","",""
0,"M. Deypir","Risk Score Computation for Android Mobile Applications Using the Twin k-NN Approach",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85207864171&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85207864171&origin=inward",45,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2343","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85207864171",23,4,535,560,0,0.00,0,1,1,"","",""
0,"O.H. Bae","An Effective Scheme to Accelerate NeRF for Web Applications Using Hash-based Caching and Precomputed Features",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85219584430&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85219584430&origin=inward",46,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2376","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85219584430",23,7,1041,1056,0,0.00,0,1,1,"","",""
0,"H. Kim","Optimal Path Calculation for Multi-ring Based Packet-Optical Transport Networks",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209579240&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85209579240&origin=inward",47,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2364","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85209579240",23,6,801,812,0,0.00,0,1,1,"","",""
0,"M. Mosbah","Automatic text summarisation system for scientific papers on the basis of T5 model, on-the-fly constructed corpus and citations",2024,"International Journal of Web Engineering and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198398623&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198398623&origin=inward",48,"2025-06-19 10:20:00","Article","10.1504/IJWET.2024.139859","1476-1289","https://api.elsevier.com/content/abstract/scopus_id/85198398623",19,2,170,193,0,0.00,0,1,1,"","",""
0,"X. Ji","A cultural industry text classification method based on knowledge graph information constraints and knowledge fusion",2024,"International Journal of Web Engineering and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198376775&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198376775&origin=inward",49,"2025-06-19 10:20:00","Article","10.1504/IJWET.2024.139844","1476-1289","https://api.elsevier.com/content/abstract/scopus_id/85198376775",19,2,127,147,0,0.00,0,1,1,"","",""
0,"S. Li","Generative Architecture for Data Imputation in Secure Blockchain-enabled Spatiotemporal Data Management",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190273841&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85190273841&origin=inward",50,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2315","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85190273841",23,1,111,164,0,0.00,0,1,1,"","",""
0,"M. Kim","Implementation of Sports Science and Technology Integration Infrastructure: A Case Study of Speed Skating Utilizing Web and Mobile Applications, and Information Visualization Technologies",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211998470&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211998470&origin=inward",51,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2367","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85211998470",23,6,849,868,0,0.00,0,1,1,"","",""
0,"X. Jiang","Identification of badminton players’ swinging movements based on improved dense trajectory algorithm",2024,"International Journal of Web Engineering and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85206519614&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85206519614&origin=inward",52,"2025-06-19 10:20:00","Article","10.1504/IJWET.2024.142213","1476-1289","https://api.elsevier.com/content/abstract/scopus_id/85206519614",19,3,310,329,0,0.00,0,1,1,"","",""
0,"K.H. Chan","Web 3.0 Chord DHT Resource Clustering",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204129338&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204129338&origin=inward",53,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2355","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85204129338",23,5,699,716,0,0.00,0,1,1,"","",""
0,"S. Heil","Client-Server Code Mobility at Runtime",2024,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85207891982&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85207891982&origin=inward",54,"2025-06-19 10:20:00","Article","10.13052/jwe1540-9589.2342","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85207891982",23,4,507,534,0,0.00,0,1,1,"","",""
