Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
14,"Y. Liu","Video Face Detection Based on Improved SSD Model and Target Tracking Algorithm",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124739881&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124739881&origin=inward",11,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.21218","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85124739881",21,2,545,567,14,4.67,14,1,3,"","",""
13,"H. Ezaldeen","Semantics-Aware Context-Based Learner Modelling Using Normalized PSO for Personalized E-learning",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131100439&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131100439&origin=inward",12,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2148","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85131100439",21,4,1187,1224,13,4.33,13,1,3,"","",""
13,"B.R. Parida","Binary Self-Adaptive Salp Swarm optimization-Based dynamic Load Balancing in Cloud Computing",2022,"International Journal of Information Technology and Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85161422600&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85161422600&origin=inward",13,"2025-06-19 10:15:37","Article","10.4018/IJITWE.295964","1554-1045","https://api.elsevier.com/content/abstract/scopus_id/85161422600",17,1,,,13,4.33,13,1,3,"","",""
12,"P. Lachkov","Vulnerability Assessment for Applications Security Through Penetration Simulation and Testing",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148475527&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85148475527&origin=inward",14,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2178","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85148475527",21,7,2187,2208,12,4.00,12,1,3,"","",""
12,"C.G. Kim","A Study of Profanity Effect in Sentiment Analysis on Natural Language Processing Using ANN",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163455346&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163455346&origin=inward",15,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2139","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85163455346",21,3,751,766,12,4.00,12,1,3,"","",""
10,"S. Fedushko","Web Project Development: Emergency Management",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163442856&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163442856&origin=inward",16,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2182","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85163442856",21,8,2257,2286,10,3.33,10,1,3,"","",""
10,"K. Benabbes","Recommendation System Issues, Approaches and Challenges Based on User Reviews",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131073458&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131073458&origin=inward",17,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2143","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85131073458",21,4,1017,1054,10,3.33,10,1,3,"","",""
10,"M. Kumar","Taylor Sailfish Optimizer-Based Deep Stacked Auto Encoder for Blackhole Attack Detection in Wireless Sensor Network",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163447607&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163447607&origin=inward",18,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.21316","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85163447607",21,3,911,940,10,3.33,10,1,3,"","",""
9,"K.I. Roumeliotis","An Effective SEO Techniques and Technologies Guide-map",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85138690430&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85138690430&origin=inward",19,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.21510","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85138690430",21,5,1603,1650,9,3.00,9,1,3,"","",""
9,"J. Zhang","Data Protection of Internet Enterprise Platforms in the Era of Big Data",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147698996&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85147698996&origin=inward",20,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.21314","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85147698996",21,3,861,877,9,3.00,9,1,3,"","",""
9,"S.P. Tamil","Social Network User Profiling With Multilayer Semantic Modeling Using Ego Network",2022,"International Journal of Information Technology and Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85143054651&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143054651&origin=inward",21,"2025-06-19 10:15:37","Article","10.4018/IJITWE.304049","1554-1045","https://api.elsevier.com/content/abstract/scopus_id/85143054651",17,1,,,9,3.00,9,1,3,"","",""
9,"M. Hu","Research on Semantic Information Retrieval Based on Improved Fish Swarm Algorithm",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134157364&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134157364&origin=inward",22,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.21313","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85134157364",21,3,845,860,9,3.00,9,1,3,"","",""
8,"S. Harika","Multi-objective optimization-oriented Resource Allocation in the Fog Environment: A New Hybrid Approach",2022,"International Journal of Information Technology and Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85168796851&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85168796851&origin=inward",23,"2025-06-19 10:15:37","Article","10.4018/IJITWE.297969","1554-1045","https://api.elsevier.com/content/abstract/scopus_id/85168796851",17,1,,,8,2.67,8,1,3,"","",""
8,"V. Gupta","A Comparative Analysis of Sentence Embedding Techniques for Document Ranking",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148422676&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85148422676&origin=inward",24,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2177","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85148422676",21,7,2149,2186,8,2.67,8,1,3,"","",""
8,"S. Santos","Microservices Identification in Monolith Systems: Functionality Redesign Complexity and Evaluation of Similarity Measures",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139195501&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139195501&origin=inward",25,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2158","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85139195501",21,5,1543,1582,8,2.67,8,1,3,"","",""
8,"R.A. Sulthana","Sentiment Analysis on Movie Reviews Dataset Using Support Vector Machines and Ensemble Learning",2022,"International Journal of Information Technology and Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160433418&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85160433418&origin=inward",26,"2025-06-19 10:15:37","Article","10.4018/IJITWE.311428","1554-1045","https://api.elsevier.com/content/abstract/scopus_id/85160433418",17,1,,,8,2.67,8,1,3,"","",""
8,"S. Singh","Handling Heterogeneous Data in Knowledge Graphs: A Survey",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131075976&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131075976&origin=inward",27,"2025-06-19 10:15:37","Review","10.13052/jwe1540-9589.2147","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85131075976",21,4,1145,1186,8,2.67,8,1,3,"","",""
8,"R. Ollila","Modern Web Frameworks: A Comparison of Rendering Performance",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163550890&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163550890&origin=inward",28,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.21311","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85163550890",21,3,789,813,8,2.67,8,1,3,"","",""
8,"R. Alatrash","A Hybrid Recommendation Integrating Semantic Learner Modelling and Sentiment Multi-Classification",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131100658&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131100658&origin=inward",29,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2141","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85131100658",21,4,941,988,8,2.67,8,1,3,"","",""
7,"S. Jeganathan","Predicting Academic Performance of Immigrant Students Using XGBoost Regressor",2022,"International Journal of Information Technology and Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85137159427&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137159427&origin=inward",30,"2025-06-19 10:15:37","Article","10.4018/IJITWE.304052","1554-1045","https://api.elsevier.com/content/abstract/scopus_id/85137159427",17,1,,,7,2.33,7,1,3,"","",""
7,"W.J. Jeong","Establishment of Production Standards for Web-based Metaverse Content: Focusing on Accessibility and HCI",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163456911&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163456911&origin=inward",31,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2181","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85163456911",21,8,2231,2256,7,2.33,7,1,3,"","",""
7,"A. Zare","A Hybrid Recommendation System Based on the Supply Chain in Social Networks",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126451236&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126451236&origin=inward",32,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2133","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85126451236",21,3,633,660,7,2.33,7,1,3,"","",""
7,"R. Gupta","Differential and Access Policy Based Privacy-Preserving Model in Cloud Environment",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126439974&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126439974&origin=inward",33,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2132","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85126439974",21,3,609,632,7,2.33,7,1,3,"","",""
7,"Y. Kim","A Selective Encryption/Decryption Method of Sensitive Music Usage History Information on Theme, Background and Signal Music Blockchain Network",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131104153&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131104153&origin=inward",34,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.21411","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85131104153",21,4,1265,1282,7,2.33,7,1,3,"","",""
7,"F. Di Lauro","A Large-scale Empirical Assessment of Web API Size Evolution",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148425509&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85148425509&origin=inward",35,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2167","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85148425509",21,6,1937,1980,7,2.33,7,1,3,"","",""
7,"S.H. Oh","Effectiveness of the VR Cognitive Training for Symptom Relief in Patients with ADHD",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136124653&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136124653&origin=inward",36,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.21310","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85136124653",21,3,767,788,7,2.33,7,1,3,"","",""
6,"S. Nickolas","Efficient Pre-Processing Techniques for Improving Classifiers Performance",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124728451&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124728451&origin=inward",37,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2124","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85124728451",21,2,203,228,6,2.00,6,1,3,"","",""
6,"Z. Liu","Side-channel Attack Using Word Embedding and Long Short Term Memories",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124755520&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124755520&origin=inward",38,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2127","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85124755520",21,2,285,306,6,2.00,6,1,3,"","",""
6,"H.K. Sowmya","Semantic Based Weighted Web Session Clustering Using Adapted K-Means and Hierarchical Agglomerative Algorithms",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124711912&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124711912&origin=inward",39,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2125","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85124711912",21,2,239,263,6,2.00,6,1,3,"","",""
5,"L.M. Gupta","A Secure Data Transfer Approach With an Efficient Key Management Over Cloud",2022,"International Journal of Information Technology and Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151371690&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85151371690&origin=inward",40,"2025-06-19 10:15:37","Article","10.4018/IJITWE.306917","1554-1045","https://api.elsevier.com/content/abstract/scopus_id/85151371690",17,1,,,5,1.67,5,1,3,"","",""
5,"L.M. Gupta","A Secure Data Transfer Approach With an Efficient Key Management Over Cloud",2022,"International Journal of Information Technology and Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151371690&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85151371690&origin=inward",41,"2025-06-19 10:15:37","Article","10.4018/IJITWE.306917","1554-1045","https://api.elsevier.com/content/abstract/scopus_id/85151371690",17,1,,,5,1.67,5,1,3,"","",""
5,"Y.G. Sun","Performance of End-to-end Model Based on Convolutional LSTM for Human Activity Recognition",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85140031135&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85140031135&origin=inward",42,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.21512","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85140031135",21,5,1671,1690,5,1.67,5,1,3,"","",""
5,"K. Li","Research on Cloud Computing Task Scheduling Based on PSOMC",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148416684&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85148416684&origin=inward",43,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2161","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85148416684",21,6,1749,1766,5,1.67,5,1,3,"","",""
5,"H. Park","Hybrid CTC-Attention Network-Based End-to-End Speech Recognition System for Korean Language",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124755475&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124755475&origin=inward",44,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2126","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85124755475",21,2,265,284,5,1.67,5,1,3,"","",""
5,"A. Al-Nawasrah","Botnet Attack Detection Using A Hybrid Supervised Fast-Flux Killer System",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124674242&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124674242&origin=inward",45,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2123","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85124674242",21,2,179,201,5,1.67,5,1,3,"","",""
4,"H.J. Kim","An Efficient Scheme to Obtain Background Image in Video for YOLO-based Static Object Recognition",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139281493&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139281493&origin=inward",46,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.21513","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85139281493",21,5,1691,1706,4,1.33,4,1,3,"","",""
4,"M. Rukhiran","Development of Mobile Learning English Web Application: Adoption of Technology in the Digital Teaching and Learning Framework",2022,"International Journal of Information Technology and Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147088388&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85147088388&origin=inward",47,"2025-06-19 10:15:37","Article","10.4018/IJITWE.313571","1554-1045","https://api.elsevier.com/content/abstract/scopus_id/85147088388",17,1,,,4,1.33,4,1,3,"","",""
4,"K.S. Shim","Design and Validation of Quantum Key Management System for Construction of KREONET Quantum Cryptography Communication",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139206593&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139206593&origin=inward",48,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2151","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85139206593",21,5,1377,1418,4,1.33,4,1,3,"","",""
4,"A. Khuderchuluun","Inverse-Directed Propagation-Based Hexagonal Hogel Sampling for Holographic Stereogram Printing System",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131090773&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131090773&origin=inward",49,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2149","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85131090773",21,4,1225,1238,4,1.33,4,1,3,"","",""
4,"M. Rukhiran","Biometric Cloud Services for Web-Based Examinations: An Empirical Approach",2022,"International Journal of Information Technology and Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85141896193&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85141896193&origin=inward",50,"2025-06-19 10:15:37","Article","10.4018/IJITWE.299022","1554-1045","https://api.elsevier.com/content/abstract/scopus_id/85141896193",17,1,,,4,1.33,4,1,3,"","",""
4,"E. Khanna","Identification and Classification of Risk Factors in Distributed Agile Software Development",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148429829&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85148429829&origin=inward",51,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2164","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85148429829",21,6,1831,1852,4,1.33,4,1,3,"","",""
4,"F. Xiong","Mining Simple Path Traversal Patterns in Knowledge Graph",2022,"Journal of Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124773450&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124773450&origin=inward",52,"2025-06-19 10:15:37","Article","10.13052/jwe1540-9589.2128","1540-9589","https://api.elsevier.com/content/abstract/scopus_id/85124773450",21,2,307,336,4,1.33,4,1,3,"","",""
3,"J. Duan","Time Effective Cloud Resource Scheduling Method for Data-Intensive Smart Systems",2022,"International Journal of Information Technology and Web Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150468639&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85150468639&origin=inward",53,"2025-06-19 10:15:37","Article","10.4018/IJITWE.306915","1554-1045","https://api.elsevier.com/content/abstract/scopus_id/85150468639",17,1,,,3,1.00,3,1,3,"","",""
3,"R.Z. Yasmina","Uncertain service selection using hesitant fuzzy sets and grey wolf optimisation",2022,"International Journal of Web Engineering and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148026701&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85148026701&origin=inward",54,"2025-06-19 10:15:37","Article","10.1504/IJWET.2022.10052863","1476-1289","https://api.elsevier.com/content/abstract/scopus_id/85148026701",17,3,250,277,3,1.00,3,1,3,"","",""
